,RowID,Project,Date,Time,Location,Species,Race_table,Genetics,Genetics_old,Genetics_specific,Genetics_conf,Adipose,Fork_length_mm,Weight_g,ID,Photo,Tissue_sample,Method,Handling,Specimen,Comment,
120,741,Sutter Bypass 2023,1/26/2023,8:47,Refuge southern wetland,Chinook,Fall,Fall,CHIN_CaCV_SBP23A122,Fall,,Present,42,0.63,SBP23A122,3344,YES,Seine,"Measure, genetics, and release",NO,,
121,742,Sutter Bypass 2023,1/26/2023,8:47,Refuge southern wetland,Chinook,Fall,Fall,CHIN_CaCV_SBP23A123,Fall,,Present,43,0.58,SBP23A123,3345,YES,Seine,"Measure, genetics, and release",NO,,
122,744,Sutter Bypass 2023,1/26/2023,10:19,Refuge wetland north of Hughes Road,Chinook,Fall,Fall,CHIN_CaCV_SBP23A124,Fall,,Present,41,0.56,SBP23A124,3346,YES,Seine,"Measure, genetics, and release",NO,,
123,745,Sutter Bypass 2023,1/26/2023,10:19,Refuge wetland north of Hughes Road,Chinook,Fall,Fall,CHIN_CaCV_SBP23A125,Fall,,Present,44,0.71,SBP23A125,3347,YES,Seine,"Measure, genetics, and release",NO,,
124,746,Sutter Bypass 2023,1/26/2023,10:19,Refuge wetland north of Hughes Road,Chinook,Fall,Fall,CHIN_CaCV_SBP23A126,Fall,,Present,40,0.57,SBP23A126,3348,YES,Seine,"Measure, genetics, and release",NO,,
125,748,Sutter Bypass 2023,1/26/2023,10:19,Refuge inlet canal,Chinook,Fall,Fall,CHIN_CaCV_SBP23A127,Fall,,Present,43,0.67,SBP23A127,3350,YES,Seine,"Measure, genetics, and release",NO,,
126,749,Sutter Bypass 2023,1/26/2023,10:19,Refuge inlet canal,Chinook,Fall,Fall,CHIN_CaCV_SBP23A128,Fall,,Present,43,0.72,SBP23A128,3351,YES,Seine,"Measure, genetics, and release",NO,,
127,776,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A129,Fall,,Present,44,0.81,SBP23A129,3352,YES,Seine,"Measure, genetics, and euthanize",YES,,
128,777,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A130,Fall,,Present,39,0.53,SBP23A130,3353,YES,Seine,"Measure, genetics, and release",NO,,
129,778,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Spring,CHIN_CaCV_SBP23A131,SpMill_Deer,,Present,43,0.7,SBP23A131,3354,YES,Seine,"Measure, genetics, and euthanize",YES,,
130,779,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A132,Fall,,Present,43,0.69,SBP23A132,3355,YES,Seine,"Measure, genetics, and release",NO,,
131,780,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A133,Fall,,Present,42,0.68,SBP23A133,3356,YES,Seine,"Measure, genetics, and release",NO,,
132,781,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A134,Fall,,Present,40,0.59,SBP23A134,3357,YES,Seine,"Measure, genetics, and euthanize",YES,,
133,782,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A135,Fall,,Present,37,0.43,SBP23A135,3358,YES,Seine,"Measure, genetics, and release",NO,,
134,783,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A136,Fall,,Present,42,0.59,SBP23A136,3359,YES,Seine,"Measure, genetics, and release",NO,,
135,784,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A137,Fall,,Present,40,0.57,SBP23A137,3360,YES,Seine,"Measure, genetics, and release",NO,,
136,785,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A138,Fall,,Present,40,0.56,SBP23A138,3361,YES,Seine,"Measure, genetics, and release",NO,,
137,786,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A139,Fall,,Present,41,0.55,SBP23A139,3362,YES,Seine,"Measure, genetics, and release",NO,,
138,787,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A140,Fall,,Present,40,0.54,SBP23A140,3363,YES,Seine,"Measure, genetics, and release",NO,,
139,788,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A141,Fall,,Present,39,0.44,SBP23A141,3364,YES,Seine,"Measure, genetics, and euthanize",YES,,
140,789,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A142,Fall,,Present,39,0.57,SBP23A142,3365,YES,Seine,"Measure, genetics, and release",NO,,
141,792,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Spring,,,,,Present,60,2.03,SBP23A144,3369,YES,Seine,"Measure, genetics, and release",NO,,
142,793,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A145,Fall,,Present,44,0.73,SBP23A145,3370,YES,Seine,"Measure, genetics, and euthanize",YES,,
143,794,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A146,Fall,,Present,39,0.42,SBP23A146,3371,YES,Seine,"Measure, genetics, and release",NO,,
144,795,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A147,Fall,,Present,42,0.65,SBP23A147,3372,YES,Seine,"Measure, genetics, and release",NO,,
145,796,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A148,Fall,,Present,42,0.62,SBP23A148,3373,YES,Seine,"Measure, genetics, and release",NO,,
146,797,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A149,Fall,,Present,39,0.39,SBP23A149,3374,YES,Seine,"Measure, genetics, and release",NO,,
147,798,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,LateFall,CHIN_CaCV_SBP23A150,LateFall,,Present,39,0.42,SBP23A150,3375,YES,Seine,"Measure, genetics, and release",NO,,
148,799,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Spring,Fall,CHIN_CaCV_SBP23A151,Fall,,Present,50,1.22,SBP23A151,3377,YES,Seine,"Measure, genetics, and release",NO,,
149,800,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A152,Fall,,Present,38,0.42,SBP23A152,3378,YES,Seine,"Measure, genetics, and release",NO,,
150,801,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A153,Fall,,Present,45,0.85,SBP23A153,3379,YES,Seine,"Measure, genetics, and euthanize",YES,,
151,802,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Spring,,,,,Present,52,1.46,SBP23A154,3380,YES,Seine,"Measure, genetics, and release",NO,,
152,803,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A155,Fall,,Present,40,0.56,SBP23A155,3381,YES,Seine,"Measure, genetics, and release",NO,,
153,804,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A156,Fall,,Present,40,0.53,SBP23A156,3382,YES,Seine,"Measure, genetics, and release",NO,recap?,
154,805,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A157,Fall,,Present,42,0.67,SBP23A157,3383,YES,Seine,"Measure, genetics, and release",NO,,
155,806,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A158,Fall,,Present,43,0.64,SBP23A158,3384,YES,Seine,"Measure, genetics, and release",NO,recap?,
156,807,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A159,Fall,,Present,39,0.46,SBP23A159,3385,YES,Seine,"Measure, genetics, and release",NO,,
157,808,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A160,Fall,,Present,47,0.99,SBP23A160,3386,YES,Seine,"Measure, genetics, and euthanize",YES,,
158,809,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A161,Fall,,Present,40,0.45,SBP23A161,3387,YES,Seine,"Measure, genetics, and release",NO,recap?,
159,810,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A162,Fall,,Present,40,0.63,SBP23A162,3388,YES,Seine,"Measure, genetics, and release",NO,,
160,811,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A163,Fall,,Present,39,0.5,SBP23A163,3389,YES,Seine,"Measure, genetics, and release",NO,,
161,812,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A164,Fall,,Present,44,0.72,SBP23A164,3390,YES,Seine,"Measure, genetics, and release",NO,,
162,813,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A165,Fall,,Present,42,0.56,SBP23A165,3391,YES,Seine,"Measure, genetics, and release",NO,,
163,814,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A166,Fall,,Present,41,0.61,SBP23A166,3392,YES,Seine,"Measure, genetics, and release",NO,,
164,815,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A167,Fall,,Present,40,0.52,SBP23A167,3393,YES,Seine,"Measure, genetics, and release",NO,,
165,816,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A168,Fall,,Present,44,0.81,SBP23A168,3394,YES,Seine,"Measure, genetics, and release",NO,,
166,817,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A169,Fall,,Present,37,0.44,SBP23A169,3395,YES,Seine,"Measure, genetics, and release",NO,,
167,818,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A170,Fall,,Present,38,0.43,SBP23A170,3396,YES,Seine,"Measure, genetics, and release",NO,,
168,819,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A171,Fall,,Present,42,0.64,SBP23A171,3397,YES,Seine,"Measure, genetics, and release",NO,,
169,820,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A172,Fall,,Present,37,0.43,SBP23A172,3398,YES,Seine,"Measure, genetics, and release",NO,,
170,821,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A173,Fall,,Present,35,0.3,SBP23A173,3399,YES,Seine,"Measure, genetics, and euthanize",YES,,
171,822,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A174,Fall,,Present,43,0.6,SBP23A174,3400,YES,Seine,"Measure, genetics, and release",NO,,
172,823,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A175,Fall,,Present,42,0.79,SBP23A175,3401,YES,Seine,"Measure, genetics, and release",NO,,
173,824,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A176,Fall,,Present,39,0.49,SBP23A176,3402,YES,Seine,"Measure, genetics, and release",NO,,
174,825,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A177,Fall,,Present,40,0.54,SBP23A177,3403,YES,Seine,"Measure, genetics, and release",NO,,
175,826,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A178,Fall,,Present,40,0.53,SBP23A178,3404,YES,Seine,"Measure, genetics, and release",NO,,
176,827,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A179,Fall,,Present,38,0.5,SBP23A179,3405,YES,Seine,"Measure, genetics, and release",NO,,
177,828,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A180,Fall,,Present,41,0.63,SBP23A180,3406,YES,Seine,"Measure, genetics, and release",NO,,
178,829,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A181,Fall,,Present,40,0.52,SBP23A181,3407,YES,Seine,"Measure, genetics, and release",NO,,
179,830,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,Fall,CHIN_CaCV_SBP23A182,Fall,,Present,43,0.63,SBP23A182,3408,YES,Seine,"Measure, genetics, and release",NO,recap?,
180,853,Sutter Bypass 2023,1/27/2023,10:00,Lundberg Farms sothwest rice field outlet,Chinook,Fall,Fall,CHIN_CaCV_SBP23A183,Fall,,Present,45,0.88,SBP23A183,3410,YES,Seine,"Measure, genetics, and euthanize",YES,,
181,854,Sutter Bypass 2023,1/27/2023,10:00,Lundberg Farms sothwest rice field outlet,Chinook,Fall,Fall,CHIN_CaCV_SBP23A184,Fall,,Present,44,0.69,SBP23A184,3411,YES,Seine,"Measure, genetics, and euthanize",YES,,
182,855,Sutter Bypass 2023,1/27/2023,10:00,Lundberg Farms sothwest rice field outlet,Chinook,Fall,Fall,CHIN_CaCV_SBP23A185,Fall,,Present,39,0.44,SBP23A185,3412,YES,Seine,"Measure, genetics, and euthanize",YES,,
183,856,Sutter Bypass 2023,1/27/2023,10:00,Lundberg Farms sothwest rice field outlet,Chinook,Winter,,,,,Present,87,6.97,SBP23A186,3413,YES,Seine,"Measure, genetics, and release",NO,,
184,857,Sutter Bypass 2023,1/27/2023,10:00,Lundberg Farms sothwest rice field outlet,Chinook,Late-fall,,,,,Present,127,22.27,SBP23A187,3415,YES,Seine,"Measure, genetics, and release",NO,,
185,858,Sutter Bypass 2023,1/27/2023,10:00,Lundberg Farms sothwest rice field outlet,Chinook,Spring,,,,,Present,53,1.4,SBP23A188,3416,YES,Seine,"Measure, genetics, and release",NO,,
186,859,Sutter Bypass 2023,1/27/2023,10:00,Lundberg Farms sothwest rice field outlet,Chinook,Spring,,,,,Present,56,1.1,SBP23A189,3417,YES,Seine,"Measure, genetics, and release",NO,,
187,860,Sutter Bypass 2023,1/27/2023,10:00,Lundberg Farms sothwest rice field outlet,Chinook,Winter,,,,,Present,69,3.45,SBP23A190,3418,YES,Seine,"Measure, genetics, and release",NO,,
188,863,Sutter Bypass 2023,1/30/2023,11:40,Refuge northern wetland inlet,Chinook,Fall,Fall,CHIN_CaCV_SBP23A191,Fall,,Present,44,0.71,SBP23A191,3420,YES,Seine,"Measure, genetics, and release",NO,,
189,864,Sutter Bypass 2023,1/30/2023,11:40,Refuge northern wetland inlet,Chinook,Fall,Fall,CHIN_CaCV_SBP23A192,Fall,,Present,45,0.85,SBP23A192,3421,YES,Seine,"Measure, genetics, and release",NO,,
190,865,Sutter Bypass 2023,1/30/2023,11:40,Refuge northern wetland inlet,Chinook,Fall,Fall,CHIN_CaCV_SBP23A193,Fall,,Present,40,0.52,SBP23A193,3422,YES,Seine,"Measure, genetics, and release",NO,,
191,868,Sutter Bypass 2023,1/30/2023,12:05,Refuge northern wetland east drain,Chinook,Fall,Fall,CHIN_CaCV_SBP23A194,Fall,,Present,45,0.82,SBP23A194,3425,YES,Seine,"Measure, genetics, and euthanize",YES,,
192,869,Sutter Bypass 2023,1/30/2023,12:05,Refuge northern wetland east drain,Chinook,Fall,Fall,CHIN_CaCV_SBP23A195,Fall,,Present,38,0.38,SBP23A195,3426,YES,Seine,"Measure, genetics, and euthanize",YES,,
193,870,Sutter Bypass 2023,1/30/2023,12:05,Refuge northern wetland east drain,Chinook,Fall,Fall,CHIN_CaCV_SBP23A196,Fall,,Present,43,0.65,SBP23A196,3427,YES,Seine,"Measure, genetics, and euthanize",YES,,
194,871,Sutter Bypass 2023,1/30/2023,12:05,Refuge northern wetland east drain,Chinook,Fall,Fall,CHIN_CaCV_SBP23A197,Fall,,Present,45,0.77,SBP23A197,3428,YES,Seine,"Measure, genetics, and euthanize",YES,,
195,872,Sutter Bypass 2023,1/30/2023,12:05,Refuge northern wetland east drain,Chinook,Fall,Fall,CHIN_CaCV_SBP23A198,Fall,,Present,40,0.56,SBP23A198,3429,YES,Seine,"Measure, genetics, and release",NO,,
196,873,Sutter Bypass 2023,1/30/2023,13:15,Refuge southern wetland east outlet,Chinook,Spring,,,,,Present,58,1.99,SBP23A199,3434,YES,Seine,"Measure, genetics, and release",NO,,
197,874,Sutter Bypass 2023,1/30/2023,13:15,Refuge southern wetland east outlet,Chinook,Fall,Fall,CHIN_CaCV_SBP23A200,Fall,,Present,48,1.01,SBP23A200,3435,YES,Seine,"Measure, genetics, and release",NO,,
198,875,Sutter Bypass 2023,1/30/2023,13:15,Refuge southern wetland east outlet,Chinook,Fall,Spring,CHIN_CaCV_SBP23A201,SpButte,,Present,40,0.56,SBP23A201,3436,YES,Seine,"Measure, genetics, and release",NO,,
199,890,Sutter Bypass 2023,1/30/2023,13:40,Refuge southern wetland northwest inlet,Chinook,Spring,Fall,CHIN_CaCV_SBP23A202,Fall,,Present,51,1.32,SBP23A202,3438,YES,Seine,"Measure, genetics, and release",NO,,
200,891,Sutter Bypass 2023,1/30/2023,13:40,Refuge southern wetland northwest inlet,Chinook,Fall,Fall,CHIN_CaCV_SBP23A203,Fall,,Present,44,0.74,SBP23A203,3439,YES,Seine,"Measure, genetics, and release",NO,,
201,892,Sutter Bypass 2023,1/30/2023,14:10,Refuge southern wetland north inlet from other wetland,Chinook,Fall,Fall,CHIN_CaCV_SBP23A204,Fall,,Present,44,0.78,SBP23A204,3440,YES,Seine,"Measure, genetics, and release",NO,Check time on camera,
202,893,Sutter Bypass 2023,1/30/2023,14:10,Refuge southern wetland north inlet from other wetland,Chinook,Fall,Fall,CHIN_CaCV_SBP23A205,Fall,,Present,42,0.66,SBP23A205,3441,YES,Seine,"Measure, genetics, and release",NO,,
203,894,Sutter Bypass 2023,1/30/2023,14:10,Refuge southern wetland north inlet from other wetland,Chinook,Fall,Fall,CHIN_CaCV_SBP23A206,Fall,,Present,44,0.75,SBP23A206,3442,YES,Seine,"Measure, genetics, and release",NO,,
204,895,Sutter Bypass 2023,1/30/2023,14:10,Refuge southern wetland north inlet from other wetland,Chinook,Fall,Fall,CHIN_CaCV_SBP23A207,Fall,,Present,40,0.54,SBP23A207,3443,YES,Seine,"Measure, genetics, and release",NO,,
205,896,Sutter Bypass 2023,1/30/2023,14:10,Refuge southern wetland north inlet from other wetland,Chinook,Spring,Spring,CHIN_CaCV_SBP23A208,SpButte,,Present,51,1.38,SBP23A208,3444,YES,Seine,"Measure, genetics, and release",NO,,
206,915,Sutter Bypass 2023,2/6/2023,11:25,Refuge Northern wetland south check,Chinook,Spring,Fall,CHIN_CaCV_SBP23A209,Fall,,Present,52,1.37,SBP23A209,3447,YES,Seine,"Measure, genetics, and release",NO,,
207,916,Sutter Bypass 2023,2/6/2023,11:25,Refuge Northern wetland south check,Chinook,Fall,Fall,CHIN_CaCV_SBP23A210,Fall,,Present,49,1.08,SBP23A210,3448,YES,Seine,"Measure, genetics, and euthanize",YES,,
208,917,Sutter Bypass 2023,2/6/2023,11:25,Refuge Northern wetland south check,Chinook,Spring,Spring,CHIN_CaCV_SBP23A211,SpMill_Deer,,Present,51,1.27,SBP23A211,3449,YES,Seine,"Measure, genetics, and release",NO,,
209,918,Sutter Bypass 2023,2/6/2023,11:25,Refuge Northern wetland south check,Chinook,Fall,Fall,CHIN_CaCV_SBP23A212,Fall,,Present,50,1.15,SBP23A212,3450,YES,Seine,"Measure, genetics, and euthanize",YES,,
210,919,Sutter Bypass 2023,2/6/2023,11:25,Refuge Northern wetland south check,Chinook,Fall,Fall,CHIN_CaCV_SBP23A213,Fall,,Present,50,1.1,SBP23A213,3451,YES,Seine,"Measure, genetics, and euthanize",YES,,
211,920,Sutter Bypass 2023,2/6/2023,11:25,Refuge Northern wetland south check,Chinook,Fall,Fall,CHIN_CaCV_SBP23A214,Fall,,Present,47,0.96,SBP23A214,3452,YES,Seine,"Measure, genetics, and release",NO,,
212,921,Sutter Bypass 2023,2/6/2023,11:25,Refuge Northern wetland south check,Chinook,Fall,Fall,CHIN_CaCV_SBP23A215,Fall,,Present,45,0.85,SBP23A215,3453,YES,Seine,"Measure, genetics, and release",NO,,
213,922,Sutter Bypass 2023,2/6/2023,11:25,Refuge Northern wetland south check,Chinook,Fall,Spring,CHIN_CaCV_SBP23A216,SpMill_Deer,,Present,48,1.05,SBP23A216,3454,YES,Seine,"Measure, genetics, and release",NO,,
214,923,Sutter Bypass 2023,2/6/2023,11:25,Refuge Northern wetland south check,Chinook,Fall,Fall,CHIN_CaCV_SBP23A217,Fall,,Present,49,1.03,SBP23A217,3455,YES,Seine,"Measure, genetics, and release",NO,,
215,945,Sutter Bypass 2023,2/7/2023,9:15,Refuge Southern wetland light bulb inlet,Chinook,Fall,Fall,CHIN_CaCV_SBP23A218,Fall,,Present,51,1.42,SBP23A218,3457,YES,Seine,"Measure, genetics, and euthanize",YES,,
216,946,Sutter Bypass 2023,2/7/2023,9:15,Refuge Southern wetland light bulb inlet,Chinook,Fall,Fall,CHIN_CaCV_SBP23A219,Fall,,Present,41,0.6,SBP23A219,3458,YES,Seine,"Measure, genetics, and euthanize",YES,,
217,947,Sutter Bypass 2023,2/7/2023,9:15,Refuge Southern wetland light bulb inlet,Chinook,Fall,Fall,CHIN_CaCV_SBP23A220,Fall,,Present,46,0.81,SBP23A220,3459,YES,Seine,"Measure, genetics, and euthanize",YES,,
218,948,Sutter Bypass 2023,2/7/2023,11:40,Refuge northern weltand at inlet,Chinook,Fall,Fall,CHIN_CaCV_SBP23A221,Fall,,Present,47,0.98,SBP23A221,3460,YES,Seine,"Measure, genetics, and euthanize",YES,,
219,949,Sutter Bypass 2023,2/7/2023,11:40,Refuge northern weltand at inlet,Chinook,Fall,Spring,CHIN_CaCV_SBP23A222,SpMill_Deer,,Present,47,0.92,SBP23A222,3461,YES,Seine,"Measure, genetics, and release",NO,,
220,950,Sutter Bypass 2023,2/7/2023,11:40,Refuge northern weltand at inlet,Chinook,Spring,Fall,CHIN_CaCV_SBP23A223,Fall,,Present,54,1.51,SBP23A223,3462,YES,Seine,"Measure, genetics, and release",NO,,
221,976,Sutter Bypass 2023,2/7/2023,13:00,Refuge northeastern wetland at inlet,Chinook,Fall,Fall,CHIN_CaCV_SBP23A224,Fall,,Present,51,1.27,SBP23A224,3463,YES,Seine,"Measure, genetics, and release",NO,,
222,977,Sutter Bypass 2023,2/7/2023,13:00,Refuge northeastern wetland at inlet,Chinook,Spring,Fall,CHIN_CaCV_SBP23A225,Fall,,Present,53,1.41,SBP23A225,3464,YES,Seine,"Measure, genetics, and release",NO,,
223,978,Sutter Bypass 2023,2/7/2023,13:00,Refuge northeastern wetland at inlet,Chinook,Fall,Fall,CHIN_CaCV_SBP23A226,Fall,,Present,49,1.09,SBP23A226,3465,YES,Seine,"Measure, genetics, and release",NO,,
224,979,Sutter Bypass 2023,2/7/2023,13:00,Refuge northeastern wetland at inlet,Chinook,Fall,Fall,CHIN_CaCV_SBP23A227,Fall,,Present,49,1.12,SBP23A227,3466,YES,Seine,"Measure, genetics, and release",NO,,
225,980,Sutter Bypass 2023,2/7/2023,13:00,Refuge northeastern wetland at inlet,Chinook,Fall,Fall,CHIN_CaCV_SBP23A228,Fall,,Present,49,1.07,SBP23A228,3467,YES,Seine,"Measure, genetics, and release",NO,,
226,981,Sutter Bypass 2023,2/7/2023,13:00,Refuge northeastern wetland at inlet,Chinook,Fall,Fall,CHIN_CaCV_SBP23A229,Fall,,Present,49,1.11,SBP23A229,3468,YES,Seine,"Measure, genetics, and release",NO,,
227,982,Sutter Bypass 2023,2/7/2023,13:00,Refuge northeastern wetland at inlet,Chinook,Spring,Fall,CHIN_CaCV_SBP23A230,Fall,,Present,54,1.54,SBP23A230,3469,YES,Seine,"Measure, genetics, and release",NO,,
228,983,Sutter Bypass 2023,2/7/2023,13:00,Refuge northeastern wetland at inlet,Chinook,Fall,Fall,CHIN_CaCV_SBP23A231,Fall,,Present,46,0.87,SBP23A231,3470,YES,Seine,"Measure, genetics, and release",NO,,
229,984,Sutter Bypass 2023,2/7/2023,13:00,Refuge northeastern wetland at inlet,Chinook,Spring,Fall,CHIN_CaCV_SBP23A232,Fall,,Present,55,1.68,SBP23A232,3471,YES,Seine,"Measure, genetics, and release",NO,,
230,985,Sutter Bypass 2023,2/7/2023,13:00,Refuge northeastern wetland at inlet,Chinook,Fall,Fall,CHIN_CaCV_SBP23A233,Fall,,Present,48,1.11,SBP23A233,3472,YES,Seine,"Measure, genetics, and release",NO,,
231,986,Sutter Bypass 2023,2/7/2023,13:00,Refuge northeastern wetland at inlet,Chinook,Fall,Spring,CHIN_CaCV_SBP23A234,SpMill_Deer,,Present,45,0.85,SBP23A234,3473,YES,Seine,"Measure, genetics, and release",NO,,
232,987,Sutter Bypass 2023,2/7/2023,13:00,Refuge northeastern wetland at inlet,Chinook,Spring,Fall,CHIN_CaCV_SBP23A235,Fall,,Present,52,1.31,SBP23A235,3474,YES,Seine,"Measure, genetics, and release",NO,,
233,988,Sutter Bypass 2023,2/7/2023,13:00,Refuge northeastern wetland at inlet,Chinook,Fall,LateFall,CHIN_CaCV_SBP23A236,LateFall,,Present,49,1.1,SBP23A236,3475,YES,Seine,"Measure, genetics, and release",NO,,
234,989,Sutter Bypass 2023,2/7/2023,13:00,Refuge northeastern wetland at inlet,Chinook,Fall,Spring,CHIN_CaCV_SBP23A237,SpButte,,Present,51,1.48,SBP23A237,3476,YES,Seine,"Measure, genetics, and release",NO,,
235,990,Sutter Bypass 2023,2/7/2023,13:00,Refuge northeastern wetland at inlet,Chinook,Fall,Fall,CHIN_CaCV_SBP23A238,Fall,,Present,49,1.03,SBP23A238,3477,YES,Seine,"Measure, genetics, and release",NO,,
236,991,Sutter Bypass 2023,2/7/2023,13:00,Refuge northeastern wetland at inlet,Chinook,Fall,Fall,CHIN_CaCV_SBP23A239,Fall,,Present,50,1.2,SBP23A239,3478,YES,Seine,"Measure, genetics, and release",NO,,
237,992,Sutter Bypass 2023,2/7/2023,13:00,Refuge northeastern wetland at inlet,Chinook,Spring,Fall,CHIN_CaCV_SBP23A240,Fall,,Present,54,1.61,SBP23A240,3479,YES,Seine,"Measure, genetics, and release",NO,,
238,993,Sutter Bypass 2023,2/7/2023,13:00,Refuge northeastern wetland at inlet,Chinook,Fall,Fall,CHIN_CaCV_SBP23A241,Fall,,Present,50,1.22,SBP23A241,3480,YES,Seine,"Measure, genetics, and release",NO,,
